Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2024-08-01,217.62855529785156,327.9171447753906,184.07000732421875,246.63131713867188,178.30999755859375,327.5494384765625,251.9794464111328,46.402462005615234,147.76771545410156,92.63951110839844,492.2867126464844,352.31231689453125,201.39212036132812,185.31082153320312,157.0220947265625,204.37254333496094,66.49845123291016,264.0727844238281,124.51222229003906,111.20498657226562,414.6962890625,72.78033447265625,109.18309783935547,162.70896911621094,348.2724914550781,209.38990783691406,566.1459350585938,264.44921875,38.89702606201172,69.24762725830078
2024-08-02,219.12355041503906,326.4120788574219,167.89999389648438,230.36642456054688,169.9499969482422,317.0270080566406,242.9282684326172,45.68767547607422,143.82711791992188,89.17485809326172,463.2684631347656,349.2174072265625,200.5159912109375,184.78318786621094,160.32350158691406,195.70468139648438,67.8389892578125,271.8746337890625,123.30126190185547,112.55328369140625,406.12615966796875,72.93801879882812,107.24356079101562,167.0199737548828,345.1612854003906,211.8387908935547,583.0086059570312,265.0955505371094,39.011295318603516,67.92796325683594
2024-08-05,208.5690155029297,317.841064453125,161.02000427246094,224.05882263183594,167.02999877929688,313.0057373046875,237.9894256591797,43.80768585205078,140.06080627441406,87.39275360107422,451.8304443359375,343.89215087890625,196.59800720214844,179.10643005371094,157.5006866455078,191.53782653808594,66.63543701171875,263.7780456542969,122.68102264404297,109.72968292236328,392.86334228515625,70.38552856445312,100.42524719238281,165.03631591796875,337.0503845214844,205.99305725097656,563.3684692382812,255.01205444335938,37.8972282409668,67.0647201538086
