Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2025-01-17,229.7274169921875,269.9292297363281,225.94000244140625,311.5257873535156,171.08999633789062,382.7669982910156,324.05084228515625,59.830543518066406,159.69866943359375,107.0199966430664,622.8515014648438,406.7984313964844,221.39511108398438,221.826171875,145.8624267578125,257.573486328125,62.25061798095703,279.3371887207031,140.33773803710938,97.08130645751953,428.1714782714844,70.4832534790039,137.6973419189453,159.1613311767578,353.2080993652344,238.54408264160156,507.5907287597656,319.0830993652344,38.166969299316406,91.4670639038086
2025-01-21,222.39547729492188,272.60760498046875,230.7100067138672,316.8979797363281,175.55999755859375,396.45111083984375,326.3272399902344,60.625240325927734,156.50411987304688,108.69999694824219,631.6080322265625,415.7913513183594,223.8718719482422,221.30316162109375,146.97352600097656,261.4197692871094,61.96274185180664,280.9876403808594,146.16897583007812,95.41569519042969,427.64251708984375,72.80152130126953,140.81704711914062,159.74411010742188,360.73162841796875,238.185546875,522.7559204101562,323.08636474609375,38.40317916870117,92.60120391845703
2025-01-22,223.58416748046875,271.24859619140625,235.00999450683594,321.1837158203125,174.8000030517578,395.7046813964844,332.0981750488281,61.22126007080078,154.69418334960938,108.80999755859375,629.6079711914062,407.5138854980469,221.9023895263672,220.31634521484375,144.1164093017578,261.2309265136719,61.327430725097656,279.7348937988281,148.38803100585938,94.8604965209961,445.30712890625,73.66714477539062,147.05648803710938,162.7272186279297,356.9598693847656,245.71473693847656,517.50830078125,323.0164794921875,38.334285736083984,92.75043487548828
2025-01-23,223.41436767578125,275.65301513671875,235.4199981689453,324.791748046875,178.5,404.45257568359375,334.1349792480469,61.81727981567383,154.29856872558594,111.04000091552734,636.3446044921875,411.77685546875,224.45872497558594,223.0596923828125,145.47552490234375,264.3219299316406,61.079261779785156,282.7972106933594,148.89553833007812,95.80235290527344,445.8160705566406,73.91588592529297,147.2064666748047,164.11997985839844,360.322509765625,240.5259552001953,527.515625,327.6586608886719,38.56064987182617,93.32744598388672
2025-01-24,222.5353240966797,273.2127380371094,234.85000610351562,320.2767333984375,176.05999755859375,405.67669677734375,333.356201171875,61.81727981567383,153.94252014160156,112.16000366210938,633.7574462890625,411.8861389160156,220.330810546875,221.83604431152344,145.6540985107422,263.21868896484375,61.46640396118164,283.8212890625,148.69650268554688,94.73161315917969,443.17138671875,73.19950866699219,142.60687255859375,163.1033172607422,359.3646240234375,240.87454223632812,530.2439575195312,329.64532470703125,38.91495895385742,94.27256774902344
2025-01-27,229.6075439453125,280.682373046875,235.4199981689453,315.373046875,175.16000366210938,393.0873107910156,346.55548095703125,58.688175201416016,155.50518798828125,113.33999633789062,630.1553344726562,422.19073486328125,224.50845336914062,221.17489624023438,151.67588806152344,264.2225341796875,63.402122497558594,291.4075012207031,150.77626037597656,97.10114288330078,433.6903991699219,75.19938659667969,118.40910339355469,168.6090087890625,363.3758544921875,249.98724365234375,541.2070922851562,333.97802734375,39.99756622314453,96.89897918701172
2025-01-28,237.99832153320312,278.0535888671875,238.14999389648438,315.990966796875,177.77999877929688,388.4197998046875,359.38531494140625,59.035850524902344,154.4963836669922,112.13999938964844,634.6529541015625,416.1888122558594,219.52511596679688,222.68470764160156,149.18582153320312,265.504638671875,61.90318298339844,289.4786376953125,150.65684509277344,96.6153335571289,446.30511474609375,74.015380859375,128.9781494140625,165.16050720214844,363.3758544921875,247.41775512695312,540.1714477539062,333.91815185546875,39.7613639831543,96.78955078125
2025-01-29,239.0971221923828,279.42254638671875,237.07000732421875,314.2068786621094,173.66000366210938,391.345703125,353.44464111328125,59.15505599975586,153.98208618164062,113.19000244140625,634.2350463867188,410.8129577636719,219.87326049804688,225.6155548095703,149.94970703125,264.9480285644531,62.36974334716797,288.444580078125,150.796142578125,97.43822479248047,441.44482421875,76.19435119628906,123.6886215209961,165.20025634765625,359.6240539550781,248.50332641601562,535.8101196289062,335.3157958984375,39.64325714111328,96.99845886230469
2025-01-30,237.3290557861328,281.7437744140625,234.63999938964844,317.8946533203125,179.52999877929688,373.18316650390625,343.031005859375,60.06895446777344,154.6051788330078,113.43000030517578,642.5139770507812,411.8861389160156,222.8672332763672,254.86473083496094,151.6560516357422,266.58795166015625,63.580806732177734,288.6534118652344,153.64210510253906,98.10248565673828,414.1595458984375,77.93553924560547,124.63853454589844,166.37294006347656,364.7528381347656,248.0750732421875,543.2483520507812,342.4737243652344,38.846065521240234,98.1425552368164
2025-01-31,235.74081420898438,283.132568359375,237.67999267578125,316.3996276855469,176.52000427246094,369.6601257324219,341.1639404296875,60.198089599609375,147.5533905029297,113.05999755859375,637.2401733398438,409.3820495605469,222.529052734375,252.32862854003906,150.94175720214844,265.66363525390625,63.01498031616211,287.0426940917969,151.45291137695312,97.97360229492188,414.22943115234375,76.51274108886719,120.0589599609375,164.9617462158203,357.37896728515625,244.18099975585938,540.1814575195312,341.225830078125,38.76732635498047,97.65507507324219
2025-02-03,227.75958251953125,286.5549011230469,237.4199981689453,315.482666015625,175.8699951171875,359.8175048828125,338.7077941894531,60.63517379760742,147.7017364501953,114.0,629.249755859375,406.1823425292969,221.2260284423828,257.2923278808594,150.6639862060547,265.1766357421875,62.885929107666016,288.3849182128906,149.3035125732422,98.93529510498047,410.09771728515625,76.20429992675781,116.64927673339844,167.71456909179688,356.860107421875,243.60337829589844,545.8472290039062,345.23907470703125,39.347999572753906,99.02796936035156
2025-02-04,232.54432678222656,286.7037048339844,242.05999755859375,314.78497314453125,176.22999572753906,360.2156066894531,343.6001281738281,60.93318557739258,151.5391845703125,113.30000305175781,631.0508422851562,408.8951110839844,222.35995483398438,260.97314453125,152.27113342285156,266.2997131347656,62.21091079711914,288.1065368652344,150.93545532226562,89.96280670166016,411.5447998046875,76.33364868164062,118.63909149169922,167.08848571777344,356.8102111816406,243.06556701660156,543.1288452148438,344.5701904296875,39.18069076538086,100.25164794921875
2025-02-05,232.21469116210938,305.3431396484375,236.1699981689453,319.46942138671875,181.83999633789062,357.1304626464844,347.3841552734375,62.155025482177734,151.31170654296875,110.54000091552734,642.2652587890625,411.21044921875,221.16635131835938,259.8283996582031,153.4615936279297,268.77447509765625,62.657615661621094,287.17193603515625,151.70169067382812,88.90196990966797,412.4629821777344,74.19447326660156,124.81851959228516,167.96302795410156,363.6851806640625,245.33627319335938,537.5128784179688,348.8529968261719,39.49563217163086,101.93294525146484
2025-02-06,232.9638671875,295.3935241699219,238.8300018310547,319.0906677246094,184.8000030517578,363.6988220214844,330.291015625,61.857017517089844,150.23365783691406,112.08999633789062,654.97216796875,411.54827880859375,208.7030487060547,250.0984344482422,152.29095458984375,275.2048645019531,62.89585876464844,292.6701965332031,151.5723419189453,87.29584503173828,414.9879150390625,71.37872314453125,128.66815185546875,167.83384704589844,364.4235534667969,246.6309814453125,527.784423828125,346.89630126953125,39.308631896972656,102.3209457397461
2025-02-07,227.3800048828125,291.1875,229.14999389648438,315.72186279296875,181.49000549316406,362.1363525390625,325.3188171386719,61.857017517089844,150.9457550048828,110.86000061035156,652.6636962890625,404.80108642578125,204.42593383789062,249.01292419433594,151.904052734375,274.1116027832031,63.37234115600586,292.61053466796875,149.1343536376953,86.53244018554688,408.9300537109375,68.33413696289062,129.8280487060547,166.92947387695312,359.7837219238281,244.19097900390625,524.7872924804688,347.43536376953125,39.24958419799805,100.62968444824219
2025-02-10,227.64999389648438,292.427490234375,233.13999938964844,309.2333984375,180.5500030517578,361.4794921875,326.68670654296875,62.393436431884766,154.0612030029297,109.27999877929688,647.3201904296875,411.37933349609375,207.40997314453125,247.62220764160156,153.0151824951172,269.3807373046875,64.07714080810547,306.6495056152344,148.9552459716797,85.65998077392578,411.3951110839844,70.58275604248047,133.55772399902344,166.49220275878906,358.37677001953125,241.4322509765625,531.1002807617188,350.6400146484375,39.318477630615234,102.39058685302734
2025-02-11,232.6199951171875,294.2825012207031,232.75999450683594,308.5456848144531,180.44000244140625,360.4942626953125,323.8910827636719,62.01595687866211,155.712890625,109.0199966430664,644.04638671875,413.7344055175781,205.83837890625,253.01629638671875,154.89016723632812,273.3065490722656,67.10479736328125,308.42919921875,149.3333740234375,85.79878234863281,410.6166687011719,70.9807357788086,132.7877960205078,168.3804168701172,360.58197021484375,241.362548828125,531.6478881835938,350.7200012207031,39.84994125366211,101.94290161132812
2025-02-12,236.8699951171875,292.6953125,228.92999267578125,305.38616943359375,186.25,350.35308837890625,325.6083679199219,62.115291595458984,153.20074462890625,109.2300033569336,645.7977294921875,404.57257080078125,203.91864013671875,254.11895751953125,154.02706909179688,273.7637634277344,68.2066650390625,305.8341979980469,148.13925170898438,84.93622589111328,408.2214660644531,71.89611053466797,131.12794494628906,168.5294952392578,354.7247619628906,239.67942810058594,525.1557006835938,351.489990234375,39.889305114746094,103.07704162597656
2025-02-13,241.52999877929688,294.5899963378906,230.3699951171875,306.4825439453125,185.44000244140625,352.005126953125,329.3325500488281,63.416603088378906,154.1699981689453,109.58999633789062,645.7479858398438,409.8291931152344,204.17726135253906,257.47662353515625,156.0012664794922,274.62841796875,68.99088287353516,308.24029541015625,147.99000549316406,83.69693756103516,409.7184753417969,72.84132385253906,135.27755737304688,169.96058654785156,360.3424987792969,242.0198516845703,528.9195556640625,355.6300048828125,40.3912467956543,104.50962829589844
2025-02-14,244.60000610351562,291.1600036621094,228.67999267578125,310.0108337402344,184.4199981689453,351.626953125,326.0277404785156,64.43977355957031,155.33999633789062,110.37999725341797,657.2907104492188,406.91766357421875,201.67068481445312,259.55279541015625,154.91000366210938,274.8967590332031,68.36549377441406,306.7787170410156,148.6199951171875,82.29901885986328,407.6126708984375,72.67218017578125,138.8372344970703,161.8809356689453,356.081787109375,237.32904052734375,521.2822265625,353.80999755859375,40.342037200927734,103.50482940673828
2025-02-18,244.47000122070312,292.79998779296875,226.64999389648438,311.8148498535156,184.97000122070312,352.3036804199219,328.44390869140625,64.16162872314453,156.16000366210938,109.55999755859375,668.873291015625,400.7666931152344,206.93251037597656,261.33099365234375,154.99000549316406,278.2362060546875,68.54418182373047,303.080078125,148.99000549316406,82.57661437988281,408.8202819824219,77.19926452636719,139.38717651367188,164.4051971435547,352.22021484375,237.4286346435547,498.59918212890625,356.7300109863281,40.5487174987793,103.24616241455078
2025-02-19,244.8699951171875,294.2699890136719,226.6300048828125,308.89453125,186.14999389648438,351.3084716796875,324.0208740234375,64.40996551513672,157.22999572753906,111.3499984741211,664.853271484375,392.9364013671875,209.68777465820312,262.5727233886719,157.88999938964844,277.5404968261719,69.55670166015625,300.2066955566406,150.1999969482422,84.86682891845703,413.94000244140625,76.39334106445312,139.21719360351562,165.45864868164062,351.0827331542969,241.362548828125,508.86529541015625,355.2300109863281,41.345909118652344,103.46502685546875
2025-02-20,245.8300018310547,297.92999267578125,222.8800048828125,302.85455322265625,180.8800048828125,347.4769287109375,317.9304504394531,64.24109649658203,158.7899932861328,110.55000305175781,639.0910034179688,392.1513977050781,210.2248992919922,262.98992919921875,159.67999267578125,265.16668701171875,69.52692413330078,301.310302734375,149.0800018310547,86.92901611328125,416.1300048828125,76.84107971191406,140.0971221923828,166.1741943359375,349.2567138671875,240.25706481933594,500.281982421875,350.489990234375,41.81832504272461,96.70995330810547
2025-02-21,245.5500030517578,303.010009765625,216.5800018310547,294.4225769042969,177.14999389648438,338.41058349609375,309.31396484375,63.5556755065918,156.9199981689453,108.66000366210938,622.5131225585938,382.8702697753906,210.81175231933594,259.7514953613281,162.3000030517578,262.62237548828125,70.82732391357422,303.0602111816406,144.97999572753906,88.73342895507812,408.2099914550781,76.11475372314453,134.41763305664062,169.17547607421875,343.818603515625,239.05198669433594,464.4351806640625,348.5299987792969,42.08405303955078,94.29244995117188
2025-02-24,247.10000610351562,309.7200012207031,212.7100067138672,294.5521545410156,179.91000366210938,337.29595947265625,307.8363037109375,62.82058334350586,157.88999938964844,111.19999694824219,623.050537109375,380.0084533691406,208.79257202148438,260.1388854980469,163.74000549316406,259.7401123046875,70.07289123535156,305.80438232421875,145.47999572753906,90.48826599121094,404.0,79.87571716308594,130.2680206298828,169.48355102539062,343.1201171875,247.22854614257812,459.5559997558594,349.8599853515625,42.63520431518555,93.18816375732422
2025-02-25,247.0399932861328,315.6300048828125,212.8000030517578,292.369384765625,178.27000427246094,340.7194519042969,305.400146484375,63.84375,156.4199981689453,110.52999877929688,611.8759155273438,390.8099060058594,210.87142944335938,256.046142578125,166.08999633789062,255.82423400878906,70.96630096435547,308.936279296875,146.5399932861328,90.64689636230469,397.8999938964844,81.3084716796875,126.61835479736328,171.58047485351562,352.2601623535156,251.48114013671875,468.3783264160156,352.0899963378906,43.01903533935547,97.18748474121094
2025-02-26,240.36000061035156,306.3800048828125,214.35000610351562,295.1202697753906,173.0399932861328,340.9383850097656,306.84783935546875,63.65501403808594,155.13999938964844,111.83000183105469,614.7218017578125,388.0176086425781,210.2050018310547,254.1487579345703,163.0800018310547,257.20574951171875,70.28135681152344,302.5233154296875,147.42999267578125,88.61444854736328,399.7300109863281,80.76123809814453,131.26792907714844,170.2388458251953,358.80584716796875,247.8360595703125,461.6171875,350.6300048828125,42.49741744995117,95.70514678955078
2025-02-27,237.3000030517578,305.82000732421875,208.74000549316406,293.2265625,173.8300018310547,338.3707580566406,294.4373474121094,63.386802673339844,156.6699981689453,111.30999755859375,605.0,387.8089294433594,211.13999938964844,251.55601501464844,163.72999572753906,257.4641418457031,70.35084533691406,308.17071533203125,150.52000427246094,89.8041763305664,392.5299987792969,79.61702728271484,120.13895416259766,170.90469360351562,354.7347412109375,253.75184631347656,466.5660400390625,355.739990234375,42.585994720458984,96.29212188720703
2025-02-28,241.83999633789062,308.05999755859375,212.27999877929688,299.96417236328125,174.6300048828125,342.3018493652344,297.38275146484375,63.684814453125,158.6199951171875,113.80000305175781,622.2899780273438,394.0990295410156,212.88999938964844,250.771240234375,165.02000427246094,263.02984619140625,70.6883544921875,306.55999755859375,155.1199951171875,91.45986938476562,396.989990234375,79.02999877929688,124.90850830078125,172.7631072998047,361.47998046875,257.436767578125,472.9388122558594,362.7099914550781,42.418678283691406,98.10275268554688
2025-03-03,238.02999877929688,310.7799987792969,205.02000427246094,294.51226806640625,170.05999755859375,330.44891357421875,292.6002502441406,63.058990478515625,153.08999633789062,112.79000091552734,605.260009765625,387.23260498046875,212.02000427246094,248.53611755371094,167.27999877929688,259.0245361328125,71.79022216796875,304.2900085449219,153.4199981689453,92.35216522216797,388.489990234375,78.41000366210938,114.04950714111328,174.5022735595703,356.7300109863281,259.7771911621094,465.0624694824219,361.82000732421875,43.17650604248047,97.08799743652344
2025-03-04,235.92999267578125,312.19000244140625,203.8000030517578,282.53204345703125,158.89999389648438,325.18426513671875,286.88922119140625,62.840450286865234,152.0,109.01000213623047,581.1400146484375,379.2731018066406,208.0,251.53616333007812,165.4199981689453,248.718017578125,69.67582702636719,305.7699890136719,145.86000061035156,91.7672119140625,388.6099853515625,77.31999969482422,115.97933197021484,172.10719299316406,355.2799987792969,254.65814208984375,472.5903015136719,352.2300109863281,42.19231414794922,94.48147583007812
2025-03-05,235.74000549316406,316.57000732421875,208.36000061035156,283.23968505859375,163.16000366210938,336.86798095703125,291.511962890625,63.53580856323242,150.80999755859375,109.30999755859375,593.0700073242188,383.9136657714844,209.6199951171875,249.68846130371094,165.1199951171875,249.99017333984375,69.56663513183594,307.45001220703125,147.61000061035156,92.3918228149414,401.0199890136719,77.80999755859375,117.28921508789062,173.52833557128906,362.32000732421875,256.9786376953125,473.9544982910156,352.67999267578125,42.16279220581055,95.48628997802734
2025-03-06,235.3300018310547,317.82000732421875,200.6999969482422,274.72796630859375,158.42999267578125,339.3759460449219,285.6012268066406,62.98945617675781,152.9499969482422,105.43000030517578,567.6699829101562,379.32281494140625,211.25999450683594,247.04603576660156,165.8300018310547,245.0307159423828,69.94384765625,310.3699951171875,146.94000244140625,93.19488525390625,396.8900146484375,77.70999908447266,110.55982971191406,173.57803344726562,360.0799865722656,254.97683715820312,485.64453125,344.1600036621094,43.530818939208984,94.1531753540039
2025-03-07,239.07000732421875,324.8599853515625,199.25,272.3059997558594,154.17999267578125,348.62139892578125,282.44622802734375,63.51593780517578,156.33999633789062,105.51000213623047,559.6699829101562,374.4238586425781,214.52000427246094,259.81109619140625,166.69000244140625,240.7967987060547,70.90673828125,321.2900085449219,146.3000030517578,93.83931732177734,393.30999755859375,78.58999633789062,112.67964172363281,174.8600311279297,363.6199951171875,256.6500244140625,491.3800048828125,345.32000732421875,45.33189010620117,91.24819946289062
2025-03-10,227.47999572753906,327.3599853515625,194.5399932861328,260.4553527832031,148.14999389648438,343.5557861328125,272.47186279296875,61.64841079711914,157.57000732421875,103.08000183105469,531.6599731445312,372.2874450683594,213.82000732421875,255.20175170898438,167.6999969482422,230.79840087890625,70.92658996582031,317.25,147.6199951171875,94.41435241699219,380.1600036621094,76.4000015258789,106.97016143798828,175.16812133789062,357.7799987792969,256.6099853515625,480.2200012207031,341.4800109863281,45.75509262084961,87.3682632446289
2025-03-11,220.83999633789062,318.8900146484375,196.58999633789062,254.54495239257812,154.05999755859375,338.141845703125,276.6153564453125,60.26762390136719,154.0800018310547,97.9000015258789,531.4299926757812,365.83837890625,208.58999633789062,247.30430603027344,165.86000061035156,227.73724365234375,70.51959991455078,306.760009765625,147.5399932861328,93.91863250732422,380.45001220703125,74.16999816894531,108.75,172.0475616455078,353.0199890136719,254.55999755859375,486.0400085449219,332.1400146484375,42.743465423583984,86.99021911621094
2025-03-12,216.97999572753906,312.5,198.88999938964844,259.88720703125,158.8000030517578,336.5097351074219,284.133544921875,60.05902099609375,152.6699981689453,98.76000213623047,535.7100219726562,362.42999267578125,206.35000610351562,247.97982788085938,162.85000610351562,226.5048370361328,69.42765808105469,299.3999938964844,150.24000549316406,92.55044555664062,383.2699890136719,73.58000183105469,115.73999786376953,167.32699584960938,349.8299865722656,251.99000549316406,481.1099853515625,332.8399963378906,41.916744232177734,84.76173400878906
2025-03-13,209.67999267578125,312.6400146484375,193.88999938964844,255.58151245117188,159.32000732421875,331.71282958984375,271.3136901855469,59.27425765991211,153.61000061035156,96.87000274658203,524.8099975585938,347.25,206.69000244140625,244.17514038085938,162.99000549316406,223.81143188476562,69.11000061035156,297.5,146.10000610351562,93.8988037109375,378.7699890136719,72.63999938964844,115.58000183105469,167.54562377929688,342.1000061035156,255.94000244140625,481.5199890136719,328.54998779296875,43.01903533935547,84.06533813476562
2025-03-14,213.49000549316406,313.7099914550781,197.9499969482422,264.7510681152344,161.80999755859375,338.01251220703125,278.961669921875,60.0987548828125,157.02000427246094,98.63999938964844,541.4099731445312,351.30999755859375,209.47000122070312,246.70828247070312,162.80999755859375,231.0170440673828,69.16000366210938,299.8299865722656,150.41000366210938,93.76000213623047,388.55999755859375,71.66000366210938,121.66999816894531,166.92947387695312,341.7799987792969,260.9100036621094,488.6499938964844,331.79998779296875,42.88125228881836,84.91095733642578
2025-03-17,214.0,317.1700134277344,195.74000549316406,263.5052185058594,161.85000610351562,340.9981384277344,280.3095703125,60.486167907714844,158.72000122070312,99.36000061035156,551.3400268554688,354.1300048828125,210.4199981689453,251.29774475097656,162.83999633789062,232.49790954589844,70.12000274658203,303.9700012207031,153.2100067138672,94.79000091552734,388.70001220703125,73.69999694824219,119.52999877929688,168.7083740234375,342.25,265.1300048828125,499.0199890136719,334.54998779296875,42.95998764038086,87.0101089477539
2025-03-18,212.69000244140625,318.6499938964844,192.82000732421875,261.8507080078125,161.57000732421875,335.0965270996094,278.2927551269531,59.900081634521484,160.80999755859375,99.3499984741211,551.780029296875,349.57000732421875,209.74000549316406,245.31753540039062,164.25,233.53155517578125,69.37999725341797,303.6000061035156,150.9199981689453,94.72000122070312,383.5199890136719,73.30999755859375,115.43000030517578,166.6710968017578,335.5299987792969,260.5,503.79998779296875,334.7699890136719,43.530818939208984,85.14972686767578
2025-03-19,215.24000549316406,315.75,195.5399932861328,269.75445556640625,172.6199951171875,336.99737548828125,278.95172119140625,60.71464157104492,164.0500030517578,100.29000091552734,557.3400268554688,353.4200134277344,208.64999389648438,250.62222290039062,162.99000549316406,237.64620971679688,69.27999877929688,306.9200134277344,153.2100067138672,94.0199966430664,387.82000732421875,72.98999786376953,117.5199966430664,167.52577209472656,334.9200134277344,261.32000732421875,503.20001220703125,339.8699951171875,43.245399475097656,85.88592529296875
2025-03-20,214.10000610351562,315.0400085449219,194.9499969482422,269.9338684082031,172.8300018310547,334.63873291015625,278.5922546386719,60.21795654296875,164.77000427246094,98.86000061035156,562.6799926757812,355.5199890136719,210.88999938964844,241.71153259277344,163.02000427246094,237.54681396484375,69.70999908447266,307.0,151.27000427246094,94.7300033569336,386.8399963378906,71.86000061035156,118.52999877929688,166.5120849609375,336.0299987792969,259.5400085449219,511.29998779296875,339.5,43.058406829833984,85.36859893798828
2025-03-21,218.27000427246094,316.0400085449219,196.2100067138672,269.61492919921875,178.11000061035156,334.1709899902344,280.17974853515625,59.900081634521484,164.75,99.45999908447266,565.1400146484375,351.1499938964844,210.1199951171875,242.2578887939453,163.6300048828125,240.15078735351562,68.66999816894531,305.44000244140625,150.36000061035156,93.11000061035156,391.260009765625,67.94000244140625,117.69999694824219,165.65740966796875,334.4100036621094,256.70001220703125,516.8499755859375,335.6600036621094,43.294612884521484,85.77262115478516
2025-03-24,220.72999572753906,314.3800048828125,203.25999450683594,276.9405822753906,180.89999389648438,340.03277587890625,285.5113830566406,60.56563949584961,165.02000427246094,100.18000030517578,580.0999755859375,363.7699890136719,211.85000610351562,246.8076171875,163.2899932861328,246.5414276123047,68.94999694824219,305.6700134277344,153.14999389648438,92.30999755859375,393.0799865722656,67.38999938964844,121.41000366210938,164.62384033203125,342.7099914550781,259.44000244140625,516.5,343.8699951171875,42.87141036987305,87.27897644042969
2025-03-25,223.75,306.8599853515625,205.7100067138672,278.35589599609375,182.58999633789062,340.97821044921875,288.1572265625,60.585506439208984,165.94000244140625,101.61000061035156,585.9400024414062,360.989990234375,212.1199951171875,248.24803161621094,161.02000427246094,249.59263610839844,68.80999755859375,306.9200134277344,153.5,87.87000274658203,395.1600036621094,66.54000091552734,120.69000244140625,161.84120178222656,341.1600036621094,259.45001220703125,513.4299926757812,344.6199951171875,42.80251693725586,84.5555648803711
